	track	rate_downloads_total	rate_listened_total	playlisted	favorited	likes	dislikes	avgnote	notes
6831	track_1168166	10095	2476	5	1	0	0	0.0	1
7446	track_1231341	1128	2476	6	2	0	0	0.0	0
5564	track_1084814	887	2475	12	8	0	0	8.0	1
6768	track_1164991	1474	2475	17	7	0	0	0.0	0
6667	track_1163205	433	2474	8	3	0	0	2.6667	3
3824	track_0737756	586	2473	32	14	1	0	0.0	0
472	track_0025805	669	2473	18	11	0	0	0.0	0
5840	track_1113030	1357	2473	3	1	0	0	0.0	0
3003	track_0401456	452	2472	7	4	0	0	0.0	0
4827	track_1033256	1026	2470	7	3	0	0	2.0	2
9329	track_1388880	1001	2470	13	7	0	0	0.0	0
8125	track_1304471	3229	2470	7	4	0	0	0.0	0
4788	track_1024416	708	2467	2	0	0	0	0.0	0
9460	track_1397741	786	2467	11	7	0	0	0.0	0
3754	track_0700672	576	2463	7	2	0	0	0.0	0
9416	track_1391798	8582	2463	5	0	0	0	0.0	0
8730	track_1349519	1454	2462	19	9	0	0	0.0	0
8780	track_1350827	1748	2461	10	4	0	0	2.0	1
1375	track_0132316	404	2461	26	15	0	0	0.0	0
5290	track_1066146	484	2461	13	7	0	0	8.0	1
8807	track_1350822	836	2458	12	4	0	0	2.0	1
5835	track_1110261	352	2457	3	0	2	0	0.0	0
6252	track_1133479	565	2457	5	1	1	0	0.0	0
6378	track_1142559	1498	2454	5	0	0	0	0.0	0
6234	track_1135710	1445	2453	19	6	0	0	10.0	1
2010	track_0225612	555	2453	71	42	0	0	0.0	0
6604	track_1159365	726	2452	55	49	1	0	2.0	3
5365	track_1073705	1199	2452	10	2	1	0	0.0	0
7098	track_1194826	1642	2451	7	3	0	0	0.0	0
5282	track_1065654	1107	2450	11	2	1	0	0.0	0
6032	track_1122014	792	2448	18	7	0	0	6.0	1
4553	track_0972906	895	2448	7	6	0	0	0.0	0
6774	track_1164986	1105	2446	11	6	0	0	0.0	0
5244	track_1063326	1041	2445	4	2	1	0	0.0	0
9374	track_1391328	835	2442	19	5	0	0	3.0	1
779	track_0044718	528	2442	41	15	0	0	0.0	0
1798	track_0192188	1169	2442	86	51	0	0	0.0	0
6683	track_1162602	1041	2441	5	2	0	0	0.0	0
2531	track_0337824	261	2440	62	36	0	0	0.0	0
5141	track_1056745	1254	2437	8	4	0	0	0.0	0
4418	track_0946827	1478	2437	2	1	0	0	0.0	0
7487	track_1232053	698	2437	12	7	0	0	0.0	0
797	track_0044678	566	2435	52	40	0	0	0.0	0
1898	track_0218692	1551	2433	46	30	0	0	0.0	0
9229	track_1375970	1817	2432	8	2	0	0	0.0	0
3209	track_0453166	1738	2431	46	28	0	0	6.0	1
266	track_0016040	271	2430	19	14	0	0	0.0	0
464	track_0025801	616	2428	18	11	0	0	0.0	0
9109	track_1368298	692	2428	3	1	0	0	0.0	0
6495	track_1150140	430	2428	46	40	2	0	0.0	0
4597	track_0973492	1204	2428	24	11	1	0	0.0	0
3762	track_0707022	526	2427	10	7	0	0	0.0	0
8028	track_1294827	778	2427	10	5	0	0	0.0	0
8875	track_1352578	783	2427	9	2	0	0	0.0	0
8176	track_1306034	1053	2426	2	1	0	0	0.0	0
4496	track_0956549	337	2426	5	2	0	0	0.0	0
7053	track_1188765	219	2425	0	0	0	0	0.0	0
8447	track_1335364	2990	2424	0	0	0	0	2.6667	3
9215	track_1375971	784	2421	5	0	0	0	0.0	0
5196	track_1060322	1295	2418	12	7	1	0	6.0	1
5824	track_1113972	705	2418	16	7	2	0	6.0	1
8375	track_1327885	156	2417	4	2	0	0	0.0	0
598	track_0036972	1152	2416	41	18	0	0	0.0	0
1011	track_0098182	651	2416	56	35	0	0	0.0	0
6744	track_1165465	1075	2416	6	3	0	0	3.3333	3
3151	track_0435491	1121	2415	67	42	0	0	0.0	0
1271	track_0127596	283	2414	103	43	0	0	0.0	0
5637	track_1090146	309	2412	3	1	0	0	0.0	0
5841	track_1113027	371	2411	5	2	0	0	0.0	0
1481	track_0156207	750	2410	70	46	0	0	0.0	0
3357	track_0494203	263	2410	6	1	0	0	0.0	0
5194	track_1060604	889	2408	4	0	0	0	0.0	0
5560	track_1084816	437	2408	15	8	0	0	8.0	1
1174	track_0118074	664	2408	69	39	0	0	0.0	0
9126	track_1367201	121807	2407	1	0	0	0	5.0	2
7848	track_1278317	3859	2405	6	3	0	0	4.0	1
3019	track_0407635	1176	2402	14	7	0	0	0.0	0
4171	track_0864762	533	2402	7	4	0	0	0.0	0
6211	track_1133088	674	2402	19	7	0	0	0.0	0
1511	track_0160071	270	2401	35	17	0	0	0.0	0
2083	track_0242969	703	2401	8	2	0	0	0.0	0
6025	track_1122013	602	2400	14	6	1	0	0.0	0
7498	track_1235604	1315	2400	20	1	0	0	10.0	1
4015	track_0801574	250	2400	11	6	0	0	0.0	0
6091	track_1125660	1650	2399	5	1	1	0	0.0	0
6760	track_1165474	3810	2399	3	1	0	0	6.0	1
9294	track_1382940	516	2398	13	6	0	0	2.0	1
4848	track_1038269	258	2398	1	0	0	0	0.0	0
6017	track_1122008	788	2398	18	4	2	0	4.0	1
9513	track_1398418	3433	2397	3	2	0	0	0.0	0
6594	track_1159369	1471	2397	57	48	1	0	2.0	3
6105	track_1125663	1534	2396	4	1	0	0	0.0	0
8255	track_1315723	298	2391	7	5	0	0	6.0	1
9509	track_1398152	533	2390	8	4	0	0	8.0	1
7356	track_1216571	1082	2386	1	1	0	0	0.0	0
5977	track_1119408	1371	2385	7	3	0	0	0.0	0
2769	track_0361342	2733	2385	4	2	0	0	0.0	0
9622	track_1402619	1005	2383	99	95	0	0	2.0	2
1390	track_0134123	1327	2381	59	36	0	0	0.0	0
5057	track_1052778	696	2379	7	3	0	0	0.0	0
6591	track_1159246	468	2379	6	0	0	0	0.0	0
3823	track_0734447	902	2379	12	9	0	0	0.0	0
5380	track_1069500	602	2374	2	1	1	0	0.0	0
1281	track_0127598	453	2373	104	43	0	0	0.0	0
7876	track_1277853	1832	2373	2	0	0	0	0.0	0
8671	track_1347948	495	2371	9	5	0	0	0.0	0
9731	track_1413464	979	2371	21	13	0	0	6.0	1
7490	track_1233767	2252	2370	3	1	0	0	0.0	0
